Q9FFN1	AT5G03800
F4HRK6	AT1G53633
F4J4G9	AT3G51640
F4KIP2	AT5G40600
O80891	AT2G32540
Q3EBP7	AT2G32905
Q8GY55	AT4G14720
Q8W3K3	AT1G58400
Q9C5U3	AT5G19990
Q9FYM0	AT1G24430
Q9LNL1	AT1G34520
Q9LRL4	AT3G21960
Q9M0V0	AT4G05450
Q9SDM9	AT3G16400
Q9SI65	AT2G16490
A0A1P8B9F1	AT5G46085
A0A1P8BBP0	AT5G54035
A0A1P8BGN3	AT5G19633
F4I594	AT1G64070
F4J5F2	AT3G30160
F4J8S4	AT3G18530
F4JPP0	AT4G36270
F4JYZ8	AT5G60470
O23257	AT4G13960
O23273	AT4G14140
O48790	AT2G26760
O80627	AT2G39400
O81057	AT2G03170
P38557	AT3G61650
Q38870	AT3G10660
Q7PC81	AT4G15236
Q8RX35	AT1G09050
Q8VXX0	AT4G14160
Q9CAM1	AT1G63210
Q9FEF7	AT1G24822
Q9FFL0	AT5G05640
Q9FZH0	AT1G41880
Q9LS15	AT5G38050
Q9LV32	AT3G18090
Q9MA83	AT3G05360
Q9S756	AT2G40300
Q9SIR0	AT2G25330
Q9SUL7	AT4G14580
Q9ZVQ8	AT2G02340
A0A1P8AYD6	AT2G31432
A0A1P8BH99	AT5G05675
B3H439	AT2G11851
F4IB54	AT1G43330
F4IK98	AT2G07240
F4IZ60	AT3G43574
O48850	AT2G32670
O64716	AT2G02610
O80932	AT2G37640
P0C8P5	AT1G19565
P0CH03	AT2G46493
Q0WR08	AT4G37409
Q39013	AT1G01720
Q3E970	AT5G24355
Q9FG44	AT5G37440
Q9FI27	AT5G48110
Q9FXJ2	AT1G28580
Q9LDV4	AT1G72330
Q9LSR8	AT5G60300
Q9LVH4	AT3G17980
Q9LXQ4	AT3G44080
Q9SCU9	AT2G16730
Q9STR1	AT4G26230
Q9ZPR8	AT2G03580
Q9ZV90	AT1G78720
A0A1I9LSK1	AT3G01415
A0A1P8AMN4	AT1G44030
A0A1P8AW32	AT1G65050
A0A1P8B6J1	AT4G23355
B3H5N8	AT2G16019
F4HVH9	AT1G67890
F4ICS1	AT1G43680
F4IMB2	AT2G07599
F4K0B5	AT5G54350
F4KEI6	AT5G39690
O64770	AT1G61490
Q5Q0D8	AT1G69485
Q8GY03	AT5G58782
Q8LCP6	AT1G75680
Q8LEQ0	AT5G47700
Q8VZB9	AT1G08360
Q94CI6	AT5G27360
Q9FIF1	AT5G59260
Q9FJ30	AT5G41840
Q9LMX3	AT1G13755
Q9LXK8	AT3G43260
Q9M0R4	AT4G09130
Q9M2N6	AT3G42160
Q9SFU1	AT3G07110
Q9XIF8	AT1G59700
Q9ZQF9	AT2G15530
A0A1P8AP82	AT1G07690
B3H5E1	AT5G27238
B3H5P4	AT3G43291
F4JPE9	AT4G23950
O80971	AT2G14810
O81778	AT4G31690
O82370	AT2G29860
Q6NPR7	AT1G29470
Q8GWN6	AT5G44575
Q8RWC9	AT3G17510
Q9C6G0	AT1G58050
Q9FKD4	AT5G37920
Q9FVT2	AT1G57720
Q9LK30	AT3G27230
Q9LYY5	AT5G03000
Q9M9B2	AT1G49120
Q9ZW35	AT2G29570
A0A1I9LS99	AT3G28922
A0A1P8AN25	AT1G53340
A0A1P8AN89	AT1G79103
A0A1P8ARQ1	AT1G35895
A8MQL5	AT2G16594
B3H7M4	AT4G04601
F4KFU8	AT5G39770
O64711	AT2G02660
P0DH97	AT2G41110
P82729	AT2G25344
Q2V370	AT5G18403
Q39221	AT2G01470
Q84WK4	AT4G22305
Q8LFP7	AT4G18910
Q9C820	AT1G52280
Q9FKR7	AT5G40910
Q9SG94	AT3G10890
Q9ZUN7	AT2G19550
A0A1I9LQ93	AT3G02677
A0A1I9LRC5	AT3G18915
A0A1I9LTD7	AT3G25505
B3H4R3	AT3G22723
F4HYQ5	AT1G55175
F4I7P0	AT1G23935
F4I9U7	AT1G65120
F4JTS9	AT4G13760
O22183	AT2G23250
P92559	AT2G07695
P92562	AT2G07691
P92562	ATMG01310
Q02973	AT2G40170
Q0WR90	AT1G67148
Q3E727	AT3G32410
Q9LIE8	AT3G22142
Q9LW55	AT3G23420
Q9MAJ0	AT1G45190
Q9STV2	AT4G24420
Q9SUG3	AT4G08170
Q9XIE7	AT1G59810
Q9ZSP5	AT2G04160
A0A1I9LNA0	AT3G06085
A0A1P8B3Y4	AT4G32535
A8MRC6	AT5G43525
B3H5I7	AT3G55566
B3H5P3	AT3G14981
F4HWT1	AT1G48145
F4ISD8	AT2G12170
F4JZS0	AT5G26270
O04147	AT4G18930
O23317	AT4G14610
O64563	AT2G19300
O80980	AT2G14710
P0DKB9	AT1G25145
Q2V462	AT2G24615
Q3E944	AT5G25850
Q8LG32	AT1G53870
Q9FGW2	AT5G48280
Q9FK42	AT5G18300
Q9FX55	AT1G13430
Q9FZC6	AT1G26400
Q9LFI9	AT5G17140
Q9LH83	AT3G28520
Q9LJB9	AT3G21130
Q9LMM2	AT1G01590
Q9LXN8	AT3G44490
Q9SIU9	AT2G20620
Q9STM8	AT4G08400
Q9SY95	AT1G61550
Q9ZUI6	AT1G60070
A0A1P8AXQ6	AT2G13550
A0A1P8B3N2	AT4G38775
A0A1P8BGM4	AT5G39715
A0A1P8BGP4	AT5G38391
F4J4P8	AT3G58220
F4JKZ3	AT4G16015
F4JTU7	AT4G13880
F4K217	AT5G61240
P05466	AT2G45300
Q0WPW5	AT4G09560
Q3E900	AT5G27790
Q70II3	AT5G50080
Q7Y232	AT2G15490
Q84WF0	AT3G52010
Q9C6P3	AT1G50700
Q9C8U4	AT1G33870
Q9FGC4	AT5G35950
Q9FI16	AT5G44490
Q9FM91	AT5G56400
Q9LHQ1	AT3G20705
Q9LXX0	AT3G43890
Q9LY46	AT3G55990
Q9ZVR0	AT2G02310
A8MQG6	AT4G03298
A8MRM3	AT2G25312
B3H4X2	AT1G61090
F4HQA2	AT1G79740
F4I1X0	AT1G55790
F4IJB0	AT2G06541
F4INE2	AT2G07732
F4JGH9	AT4G05612
P0DO11	AT1G53885
P56772	ATCG00670
P92556	ATMG01260
P93315	ATMG00600
Q84JT6	AT4G21850
Q8W4C8	AT5G37680
Q9C5K7	AT1G06640
Q9C6G7	AT1G55380
Q9FFH5	AT5G44140
Q9FHT8	AT5G37270
Q9LRL0	AT3G21980
Q9LW44	AT3G30540
Q9SL54	AT2G13150
A0A1I9LT98	AT3G22333
A0A1P8BGI2	AT5G22765
F4IK97	AT2G07215
F4INF6	AT2G07835
F4IZU8	AT3G09160
F4K730	AT5G28295
F4KED4	AT5G30520
F4KFA3	AT5G03360
F4KI78	AT5G10600
O22707	AT1G60690
O64564	AT2G19310
P82639	AT4G10115
Q0WLY0	AT1G33680
Q3EAF8	AT3G62540
Q84K46	AT1G27350
Q9FKZ0	AT5G66910
Q9LFW0	AT5G15660
Q9LKV3	AT5G28370
Q9LRM0	AT3G21930
Q9M0S8	AT4G08990
Q9SJD1	AT2G04380
A0A1I9LLB7	AT3G24575
A0A1I9LPH3	AT3G29173
A0A1P8AQ96	AT1G34855
A0A1P8B2V1	AT2G07654
A0A1P8B3C2	AT4G16955
B3H5T1	AT1G51823
F4IBL4	AT1G65850
F4IQG2	AT2G18190
F4ITM1	AT2G26130
O65663	AT4G39760
O80965	AT2G39160
O81772	AT4G31760
P83483	AT5G08670
Q3E6Q3	AT1G02620
Q3EAP8	AT3G44785
Q8RXM6	AT1G23960
Q9LHS7	AT5G06090
Q9LSD2	AT3G27040
Q9SRH4	AT3G01270
Q9SV02	AT3G52020
Q9SX45	AT1G50270
Q9SZV6	AT4G30030
A0A178VIK9	AT3G19085
B3H600	AT2G29654
F4HYB6	AT1G35320
F4IB23	AT1G43005
F4JLM5	AT4G10320
F4KA29	AT5G28920
P0DI02	AT1G24800
P0DI74	AT4G24920
Q680I0	AT1G66050
Q9FFE2	AT5G16430
Q9FFS7	AT5G41530
Q9LRK0	AT3G22057
Q9LZQ0	AT3G62400
Q9M8M6	AT1G80590
Q9SLH9	AT1G54550
Q9SSP7	AT1G52430
Q9ZUD1	AT1G23640
A0A1I9LLW8	AT3G15635
A0A1I9LSY4	AT3G24255
F2Q9V5	AT4G23498
F4JJU9	AT4G33860
F4K8B2	AT5G15030
O48946	AT4G32410
O80977	AT2G14740
P0DI15	AT1G59406
P43287	AT2G37170
Q4PSR5	AT2G37810
Q56XI1	AT1G09410
Q9CAU4	AT1G73310
Q9FFA1	AT5G23790
Q9FL05	AT5G40270
Q9FM90	AT5G56410
Q9FMX8	AT5G23220
Q9LV04	AT5G53450
Q9M8T6	AT3G02950
Q9MAA7	AT3G05120
Q9SPG1	AT4G12350
Q9SZ15	AT4G26750
A0A1P8AQ86	AT1G65349
C0LGL4	AT2G28960
F4HV53	AT1G47920
F4J5L3	AT3G45480
O22929	AT2G30330
O48583	AT5G44770
O64598	AT1G70380
P0C2D0	AT1G30930
P0DI06	AT1G25211
P0DKC0	AT5G36690
P0DKC4	AT5G36790
P51424	AT2G25210
P54969	AT5G56650
P82731	AT1G49435
P82778	AT1G73603
Q3E7T8	AT4G02890
Q6DR13	AT2G42720
Q6NQ66	AT2G46750
Q9FK62	AT5G18080
Q9FR95	AT4G15340
Q9LIR8	AT3G23880
Q9LY43	AT3G56030
Q9SKK2	AT2G25470
Q9SVF3	AT4G38320
A0A1P8B1Q0	AT2G41505
A0A1P8B936	AT4G07995
A0A1P8BFD8	AT5G01940
F4ILE1	AT2G16940
F4J1R8	AT3G29033
O49401	AT4G18860
O80626	AT2G39390
O82236	AT2G24080
P35614	AT3G26618
P92519	AT2G07683
P92519	ATMG00810
Q1EC69	AT4G22756
Q1PDI7	AT5G56325
Q2V3K1	AT4G09647
Q3EDB7	AT1G15830
Q4PSE2	AT5G27910
Q7FZR1	AT5G25910
Q8LCH5	AT1G07950
Q9LTH2	AT5G59590
Q9SD48	AT3G47250
A0A1I9LQW7	AT3G62615
A0A1P8AQ20	AT1G55335
A0A1P8AVM4	AT1G36085
A0A1P8AVN7	AT1G66940
A0A1P8B666	AT4G00883
A0A1P8BCS2	AT5G41025
A0A1P8BH24	AT5G51465
B3H6L3	AT2G05786
F4HYM3	AT1G54950
F4IWJ8	AT3G27510
O65705	AT4G19340
O80990	AT2G26060
O82593	AT4G01520
P93746	AT2G42000
Q2V2W6	AT5G60805
Q6AWW2	AT4G16165
Q84WV6	AT4G36290
Q8LG05	AT4G00238
Q9FMC2	AT5G38800
Q9LHQ0	AT3G20710
Q9LQ54	AT1G59620
Q9LX47	AT3G59240
Q9SK38	AT2G24950
Q9SPG9	AT5G40350
A0A1P8ATR9	AT1G58195
A0A1R7T3C4	AT5G05085
A8MQL7	AT2G34825
B3H4S9	AT4G13575
O23401	AT4G15490
O64778	AT1G61420
O80690	AT1G61820
P0CG94	AT4G22165
P59833	AT5G19250
P82635	AT2G06983
Q1PED9	AT3G59190
Q3ED23	AT1G33710
Q683D5	AT2G45920
Q93V61	AT3G03310
Q93Y09	AT1G28110
Q9C6E4	AT1G35140
Q9C9Z9	AT3G08550
Q9FFV9	AT5G38620
Q9FNA3	AT5G13690
Q9FZF2	AT1G47760
Q9LPU8	AT1G21130
Q9LTM4	AT3G26170
Q9LU02	AT5G44640
Q9M8X1	AT3G04150
Q9SD52	AT3G47210
Q9SHF2	AT1G31290
Q9SU71	AT3G48080
A0A1I9LRJ5	AT3G46565
A8MRU6	AT5G44582
B3H6P1	AT4G09649
F4ISC4	AT2G11623
F4JET1	AT3G20760
F4JMH6	AT4G16530
F4JZJ0	AT5G18870
P82735	AT4G29283
P93300	AT2G07702
P93300	ATMG00440
P93300	ATMG01140
Q5BPG8	AT5G53700
Q8VY00	AT1G32490
Q9C768	AT3G11340
Q9FVT6	AT1G57670
Q9FZ92	AT1G28180
Q9LMR3	AT1G15710
Q9LRW4	AT3G13830
Q9LUC7	AT3G14670
Q9M384	AT3G54220
Q9SKY2	AT2G32180
Q9SLH1	AT2G26960
Q9XII3	AT2G16040
A0A1I9LQ11	AT3G26395
A0A1P8AUR6	AT1G33945
A0A1P8BC53	AT5G10435
F4IRE1	AT2G11462
O22927	AT2G30310
O23382	AT4G15280
O82190	AT2G19910
P0CAX9	AT4G14276
Q1H5C9	AT1G45170
Q58CN2	AT1G31250
Q6NLU2	AT4G15670
Q8H113	AT3G49620
Q941C9	AT5G25410
Q9C5P1	AT1G17770
Q9LRR0	AT3G14510
Q9LS79	AT3G23120
Q9LTV2	AT3G12840
Q9LXH7	AT3G44980
Q9T0K5	AT4G13340
A0A1P8AXW5	AT2G41355
A0A1P8AZS2	AT2G24535
A0A1P8B386	AT4G00155
A8MQY8	AT2G16505
B3H574	AT5G44065
F4I3M3	AT1G63500
F4JGH6	AT4G05553
F4JI58	AT4G03165
F4K4N0	AT5G43240
P0CAY4	AT5G29576
P82638	AT3G27503
P92512	ATMG00710
Q42453	AT3G46090
Q94BV5	AT1G62600
Q94K41	AT2G47140
Q9LUU4	AT3G17270
Q9SA94	AT1G11810
Q9ZQ99	AT2G36750
Q9ZUN0	AT2G19630
A0A1P8AZA3	AT2G07628
F4ID96	AT1G66235
F4JD27	AT3G61030
O23471	AT4G16240
P53497	AT3G46520
P82743	AT5G42797
P92566	ATMG01400
Q3E914	AT5G27310
Q6DR20	AT2G17036
Q6NLZ3	AT2G27340
Q940M1	AT1G65370
Q9FGZ9	AT5G42300
Q9FMU5	AT5G14050
Q9LE85	AT4G11540
Q9LS09	AT5G38110
Q9ZQE3	AT2G15710
A0A1I9LMW4	AT3G23470
A0A1P8ANL4	AT1G68937
B3H6U7	AT2G13422
F4J1Q3	AT3G28925
F4JW93	AT5G04400
F4K310	AT5G42635
F4KFR6	AT5G24200
O23179	AT4G37070
P15458	AT4G27150
P93293	AT2G07736
P93293	ATMG00300
Q1PF33	AT2G20510
Q3EAZ3	AT3G27140
Q9FN77	AT5G17740
Q9LW27	AT3G26830
Q9M9Q4	AT1G15015
Q9SAB0	AT1G11670
Q9SVH7	AT4G20700
Q9SVP6	AT4G13660
Q9ZU00	AT4G02180
F4IIA9	AT2G05915
P92516	AT2G07686
P92516	ATMG00750
Q38884	AT2G46280
Q3ECV8	AT1G47470
Q56XC6	AT5G41690
Q8GXM1	AT2G16586
Q9C9L4	AT1G69720
Q9FKR0	AT5G38780
Q9FMC4	AT5G04860
Q9FZP6	AT5G35338
Q9LJ42	AT3G24670
Q9LZ89	AT5G02360
Q9SVQ6	AT4G13210
Q9T0F3	AT4G09940
Q9ZT95	AT4G02970
A0A1P8AST1	AT1G59470
A0A1P8AZA7	AT2G07626
A0A1P8B5Z9	AT4G27565
A0A1P8BFI2	AT5G25756
B3H6V4	AT2G24683
F4HPR9	AT1G53165
F4I9N5	AT1G57850
F4IL89	AT2G07676
F4J379	AT3G44755
O48704	AT2G26370
O64466	AT2G19030
P28147	AT3G13445
Q1G3C0	AT2G27229
Q38871	AT4G35310
Q4PSK1	AT4G00416
Q6NMB6	AT5G59740
Q941R7	AT1G70880
Q9FHM4	AT5G51600
Q9FI95	AT5G05910
Q9LMR4	AT1G15680
Q9LTA8	AT5G49850
Q9LUI8	AT3G22730
Q9LW65	AT3G23320
Q9LX48	AT3G59230
Q9LXE1	AT5G09780
Q9SXD5	AT1G62620
A0A178VUB9	AT2G27507
A0A1I9LQP1	AT3G59245
A0A1P8B5U0	AT4G20835
A0A1P8BHW0	AT5G15537
F4IK78	AT2G06906
F4J6S0	AT3G45800
F4JXP4	AT5G04730
F4JZW5	AT5G35603
O23235	AT4G36460
O81493	AT5G26260
P82749	AT4G09984
Q2V477	AT2G19893
Q38873	AT5G12480
Q3E9W6	AT4G24975
Q3EAE7	AT4G00232
Q3EAT4	AT3G32200
Q58G44	AT1G53260
Q93ZE2	AT1G77920
Q94II5	AT2G21620
Q9FI37	AT5G48010
Q9FLY6	AT5G39493
Q9FUG4	AT5G41360
Q9LFQ7	AT5G14980
Q9M3C9	AT3G55210
Q9MAT0	AT1G04810
Q9SIQ3	AT2G31540
A0A1P8AQA9	AT1G68723
A0A1P8AUV6	AT1G20570
A0A1P8BB71	AT5G66335
F4IB55	AT1G43415
F4J0G0	AT3G43682
P0CH31	AT1G43140
Q1G3I6	AT4G14104
Q2V476	AT2G20463
Q42404	AT3G50670
Q8GW53	AT4G24340
Q941L3	AT5G61900
Q9C869	AT1G31400
Q9FFI0	AT5G17320
Q9FKY5	AT5G65970
Q9LQE3	AT1G35520
Q9M0S0	AT4G09070
Q9M2H6	AT3G58400
Q9S9M3	AT1G16140
Q9SSR8	AT1G52660
Q9ZUA7	AT2G01790
B3H748	AT3G44704
F4IBA0	AT1G52110
F4JLL3	AT4G10210
F4JT89	AT4G19580
O81058	AT2G03160
P0CAY7	AT1G47320
Q2V337	AT5G28288
Q8RWT0	AT1G78960
Q8RX80	AT4G23260
Q93YP9	AT1G19450
Q9FKD0	AT5G37970
Q9FN28	AT5G53990
Q9M667	AT3G46530
Q9M9B3	AT1G49130
Q9SIA8	AT2G28670
Q9SYI3	AT4G01830
Q9SZR7	AT4G29970
Q9ZUP8	AT2G12290
A0A1I9LRZ7	AT3G48343
B3H707	AT1G74140
F4HV08	AT1G34570
F4I9G9	AT1G42525
F4IDS9	AT1G12490
F4JJE5	AT4G15165
F4JLN1	AT4G10370
F4KDR7	AT5G02650
F4KIN1	AT5G33806
O23389	AT4G15360
P92536	ATMG01020
P93310	ATMG00550
Q8RX83	AT2G32530
Q9C628	AT1G46912
Q9FFU7	AT5G54820
Q9LSJ6	AT3G28380
Q9LTS8	AT5G56920
Q9LYT7	AT3G58990
Q9LZQ5	AT3G62350
Q9S9V5	AT4G04650
Q9SII6	AT2G17220
A0A1P8AMD1	AT1G05005
A0A1P8AXY6	AT2G13965
A0A1P8BDT1	AT5G28345
O22727	AT1G61190
P0CW97	AT5G35525
P40602	AT1G20130
P58045	AT5G24960
P61430	AT1G22275
P92524	ATMG00880
P92561	AT2G07692
P92561	ATMG01300
P93301	ATMG00450
Q5BQ04	AT1G18510
Q9CAD8	AT1G63730
Q9CAY5	AT3G11390
Q9FHF0	AT5G45060
Q9FHI6	AT5G45500
Q9LHB9	AT3G32980
Q9LSP9	AT3G16920
Q9LUF8	AT5G50630
Q9LY09	AT5G07530
Q9SJW6	AT2G31300
Q9SNB0	AT3G46680
A0A1I9LTT2	AT3G63093
A0A1P8AW98	AT1G45229
A0A1P8AYN3	AT2G25215
A0A1P8AZY5	AT2G24285
A0A1P8B423	AT4G36795
F4I5A5	AT1G64130
F4IEH1	AT1G44740
F4J890	AT3G59310
O65468	AT4G23160
P0C7P7	AT1G05675
P59233	AT3G62250
Q3ECX8	AT1G43665
Q4TU35	AT1G60610
Q949X7	AT3G14390
Q9C5E8	AT3G47833
Q9C7V1	AT1G64260
Q9FIC9	AT5G39120
Q9FYM4	AT1G24380
Q9LVW2	AT5G54070
Q9M339	AT3G53870
Q9M9L7	AT3G05790
Q9ZUP0	AT2G19510
A7REE8	AT1G34795
A7REE8	AT1G34810
A7REE8	AT1G34815
A7REE8	AT1G34830
F4HSY9	AT1G27580
F4JGJ8	AT4G07675
O80725	AT2G47000
P0C5B6	AT1G20500
P0CJ61	AT4G20530
Q0WSX0	AT2G02620
Q1G3K1	AT4G03566
Q8LGN1	AT3G07520
Q9C8U5	AT1G33880
Q9FEB5	AT3G52180
Q9FHD4	AT5G41290
Q9FX56	AT1G13420
Q9FYD1	AT3G43590
Q9FZ70	AT1G13570
Q9LRW6	AT3G13820
Q9LU65	AT5G51090
Q9LUS9	AT3G16555
Q9MBG7	AT3G28980
A0A1P8AU04	AT1G29775
A0A1P8B5L0	AT4G10305
F4I9V4	AT1G65170
Q1HDT2	AT5G37060
Q3ED15	AT1G34490
Q6A329	AT5G43610
Q8L960	AT2G39140
Q8LF09	AT4G00160
Q9C7D7	AT3G12180
Q9CAY6	AT3G11380
Q9LM73	AT1G20800
Q9LVX8	AT5G36190
Q9M2M0	AT3G57270
Q9SCZ3	AT3G51560
Q9ZQA8	AT2G36660
Q9ZVL8	AT1G54760
Q9ZVQ9	AT2G02320
Q9ZW95	AT1G67110
A0A1I9LPS6	AT3G25880
O64789	AT1G61310
O64792	AT1G61280
P0CAP4	AT2G24680
P0DI77	AT3G25830
P92964	AT3G61860
Q1G3G4	AT5G57567
Q42093	AT2G34660
Q5EAF6	AT5G04010
Q8RWF5	AT2G04100
Q9FID8	AT5G39000
Q9LHE9	AT3G19960
Q9M107	AT4G03830
Q9SAA0	AT1G11765
Q9SJ72	AT2G04870
Q9SV04	AT3G52000
A0A1P8B1J1	AT2G11215
A0A1P8B203	AT2G27313
A0A1P8B8F8	AT4G33810
A0A1R7T3J3	AT5G14275
F4HPL7	AT1G44990
F4IYH7	AT3G02900
F4KFT6	AT5G32460
Q3E8R5	AT5G33355
Q682T9	AT2G27030
Q8RXN9	AT1G60260
Q9FFE8	AT5G16350
Q9FX89	AT1G49610
Q9LXQ3	AT3G44090
Q9M0U1	AT4G05630
Q9MAP1	AT1G33020
Q9SW65	AT4G37230
Q9ZVU5	AT1G55460
Q9ZW06	AT2G29190
A0A1P8AWX0	AT1G34015
A0A1P8B0S1	AT2G35935
A8MRZ2	AT3G26085
B3H562	AT5G10336
F4HR64	AT1G27280
F4IGX9	AT2G34240
Q38951	AT1G13320
Q3EBG4	AT2G44175
Q6AWV1	AT1G04635
Q8L7N3	AT1G78790
Q96293	AT1G49240
Q9C653	AT1G58525
Q9C8N9	AT1G34410
Q9CAM8	AT1G63150
Q9FFA0	AT5G23800
Q9FL80	AT5G39270
Q9LT96	AT5G49770
Q9SVM3	AT4G13900
Q9ZV80	AT2G07120
A0A1I9LPG2	AT3G44769
A0A1P8BH19	AT5G05653
F4I9B6	AT1G31270
F4K723	AT5G28190
O64562	AT2G19290
O64847	AT2G26240
O81013	AT2G26940
Q7G9E7	AT1G52490
Q8GY23	AT1G55860
Q8RWN3	AT3G25840
Q9C6B6	AT1G73570
Q9C878	AT1G33280
Q9FKF0	AT5G45150
Q9LJU7	AT3G20500
Q9LTM1	AT3G26200
Q9M9V8	AT1G18890
Q9SZY7	AT4G32530
Q9ZQZ6	AT4G03350
Q9ZS91	AT4G04830
Q9ZV06	AT2G39020
A0A1I9LMU1	AT3G44555
A0A1P8BCQ2	AT5G13565
A8MSA6	AT1G10747
F4I348	AT1G29820
F4IAT8	AT1G24793
F4JDQ6	AT3G26820
F4JJ97	AT4G09012
F4K8P3	AT5G37960
F4KAD6	AT5G50565
F4KAD6	AT5G50665
F4KH89	AT5G33210
Q0WML3	AT5G44572
Q6NMM4	AT3G03850
Q9FHB3	AT5G52490
Q9FIP0	AT5G24190
Q9FKQ3	AT5G65350
Q9FKU0	AT5G56070
Q9FLP5	AT5G55170
Q9LS44	AT3G18460
Q9M174	AT3G45690
Q9S9T0	AT4G05080
Q9SK34	AT2G24990
Q9SKH6	AT2G11010
A0A1P8AM75	AT1G11591
A0A1P8ANB3	AT1G64010
A0A1P8ASM2	AT1G13825
A0A1P8AUJ0	AT1G03165
A7REH6	AT5G36350
A7REH6	AT5G36360
A7REH6	AT5G36380
A7REH6	AT5G36390
A7REH6	AT5G36400
A7REH6	AT5G36410
A7REH6	AT5G36420
A7REH6	AT5G36430
A7REH6	AT5G36440
A7REH6	AT5G36450
A7REH6	AT5G36460
A7REH6	AT5G36470
A8MRH6	AT3G29797
B6ETT7	AT3G19830
F4J0N6	AT3G50540
O82813	AT2G22820
P0CJ48	AT1G29920
P92521	ATMG00840
Q9C6R4	AT1G58150
Q9FKC6	AT5G48700
Q9FN23	AT5G54040
Q9FVR9	AT1G57770
Q9FZ86	AT1G18650
Q9LRQ7	AT3G29680
Q9SF40	AT3G09630
Q9SV61	AT4G13080
Q9ZPQ5	AT2G03770
Q9ZRT5	AT5G41210
A0A1P8AVN1	AT1G69520
A0A1P8AXS6	AT2G41375
A0A1P8BGE7	AT5G62573
F4I994	AT1G24390
F4ISV9	AT2G38195
F4JIU4	AT4G27370
F4JYH0	AT5G41660
Q1G390	AT4G03945
Q1PF74	AT2G13770
Q3E6W9	AT2G11015
Q3EDD8	AT1G12180
Q8VZ16	AT5G20390
Q9FHI7	AT5G45490
Q9FN08	AT5G63810
Q9LJE5	AT3G13460
Q9SQT4	AT3G06310
Q9SS04	AT1G65860
Q9STY6	AT3G47370
Q9ZVU2	AT1G55420
A0A1P8AR58	AT1G48355
A0A1P8AU44	AT1G02067
A0A1P8B4S5	AT4G02655
B3H5D6	AT2G22426
B9DHQ0	AT5G19780
F4HQI8	AT1G01130
F4I983	AT1G24300
F4IEY4	AT1G72740
F4IXU5	AT3G43153
F4J0L0	AT3G50320
P0CH32	AT5G20620
P49637	AT1G70600
Q3EAS6	AT3G32920
Q56X58	AT4G11547
Q5BPJ0	AT5G19160
Q8LEB2	AT5G24760
Q9C6F7	AT1G58090
Q9FHJ2	AT5G45440
Q9FVS2	AT1G57800
Q9SJJ3	AT2G27990
Q9STE3	AT3G46690
Q9STJ6	AT4G25410
Q9SUX9	AT4G22400
A0A1P8B048	AT2G35950
B3H730	AT4G24973
F4J6D7	AT3G17712
O64790	AT1G61300
O64885	AT2G44510
Q0WMV8	AT1G07170
Q3E7N5	AT5G54067
Q8GXR5	AT1G12350
Q93YS2	AT3G63340
Q9FMT5	AT5G14160
Q9LF85	AT3G53070
Q9M0Y3	AT4G05120
Q9M243	AT3G43470
Q9SJW1	AT2G01050
Q9SZZ9	AT4G25710
Q9ZVA1	AT1G78820
Q9ZVQ3	AT2G02390
Q9ZW26	AT2G29440
A0A1P8APU8	AT1G40086
A0A1P8AUM0	AT1G63206
A0A1P8BD36	AT5G27765
A8MRM1	AT2G32835
F4I3K0	AT1G56120
F4K2U6	AT5G27170
O23530	AT4G16890
O82647	AT4G33070
Q1PFG1	AT1G66490
Q2V467	AT2G22807
Q3ECT0	AT1G50340
Q9FJH0	AT5G60860
Q9FJV1	AT5G56570
Q9LDP7	AT4G19270
Q9M2J2	AT3G58240
Q9SKI5	AT2G06500
Q9SVA1	AT4G39570
Q9SVQ1	AT4G13260
Q9ZPV3	AT2G18200
A0A1I9LP11	AT3G03776
A0A1P8AMQ7	AT1G23915
A0A1P8AYI7	AT2G14395
A0A1P8B772	AT4G04555
A8MQK2	AT5G36370
B3H7A5	AT4G16855
F4HWT7	AT1G48190
F4HYC4	AT1G35365
F4ITY1	AT2G38820
F4JCM1	AT3G33293
F4JME7	AT4G10670
O65697	AT4G19260
O81056	AT2G03180
P29513	AT1G20010
Q0WR05	AT2G42730
Q0WRU9	AT2G43445
Q84JV2	AT4G32490
Q94A88	AT1G23970
Q9C6V3	AT1G31630
Q9C8H1	AT1G30420
Q9FIM6	AT5G58830
Q9FJ98	AT5G51940
Q9LIP5	AT3G26310
Q9LMC0	AT1G19086
Q9SGH2	AT3G01460
Q9SIA5	AT2G04040
Q9SM27	AT2G26950
A0A1P8AUV5	AT1G74385
A0A1P8AW78	AT1G47695
A0A1P8AX58	AT2G01035
A0A1P8AX58	AT2G01045
A0A1P8BCK8	AT5G32670
F4IM67	AT2G01008
F4KHI3	AT5G46520
O81816	AT4G38540
P82625	AT1G60985
Q1PF53	AT2G17750
Q2V3Q6	AT3G45577
Q2V3Q8	AT3G45093
Q8RV83	AT2G31720
Q9FG59	AT5G36270
Q9FHB2	AT5G58280
Q9FIM5	AT5G58840
Q9LE54	AT1G69230
Q9LK29	AT3G27240
Q9LSJ3	AT3G28410
Q9SKH1	AT2G13720
Q9SN20	AT3G49980
Q9SZD5	AT4G29050
A0A1P8ARQ3	AT1G48700
A0A1P8AVD0	AT1G36005
A0A1P8AYP1	AT2G11815
A0A1P8AZY1	AT2G41417
F4HYS3	AT1G62410
F4ISE1	AT2G19040
O49698	AT4G17990
O49725	AT4G18210
P92522	ATMG00850
