genes	chrom	block	hex	rgb
AT5G31122	5	q_s	#55AD85	85,173,133
AT5G31212	5	q_s	#55AD85	85,173,133
AT5G31302	5	q_s	#55AD85	85,173,133
AT5G31572	5	q_s	#55AD85	85,173,133
AT5G31662	5	q_s	#55AD85	85,173,133
AT5G31752	5	q_s	#55AD85	85,173,133
AT5G31842	5	q_s	#55AD85	85,173,133
AT5G31932	5	q_s	#55AD85	85,173,133
AT5G32022	5	q_s	#55AD85	85,173,133
AT5G32112	5	q_s	#55AD85	85,173,133
AT5G30380	5	q_s	#55AD85	85,173,133
AT5G32037	5	q_s	#55AD85	85,173,133
AT5G32070	5	q_s	#55AD85	85,173,133
AT5G32072	5	q_s	#55AD85	85,173,133
AT5G32103	5	q_s	#55AD85	85,173,133
AT5G32136	5	q_s	#55AD85	85,173,133
AT5G32169	5	q_s	#55AD85	85,173,133
AT5G30390	5	q_s	#55AD85	85,173,133
AT5G31845	5	q_s	#55AD85	85,173,133
AT5G31884	5	q_s	#55AD85	85,173,133
AT5G31923	5	q_s	#55AD85	85,173,133
AT5G31962	5	q_s	#55AD85	85,173,133
AT5G32002	5	q_s	#55AD85	85,173,133
AT5G32042	5	q_s	#55AD85	85,173,133
AT5G32082	5	q_s	#55AD85	85,173,133
AT5G32122	5	q_s	#55AD85	85,173,133
AT5G32162	5	q_s	#55AD85	85,173,133
AT5G30400	5	q_s	#55AD85	85,173,133
AT5G31905	5	q_s	#55AD85	85,173,133
AT5G30410	5	q_s	#55AD85	85,173,133
AT5G31355	5	q_s	#55AD85	85,173,133
AT5G31496	5	q_s	#55AD85	85,173,133
AT5G31637	5	q_s	#55AD85	85,173,133
AT5G31778	5	q_s	#55AD85	85,173,133
AT5G31919	5	q_s	#55AD85	85,173,133
AT5G31989	5	q_s	#55AD85	85,173,133
AT5G32060	5	q_s	#55AD85	85,173,133
AT5G30420	5	q_s	#55AD85	85,173,133
AT5G31412	5	q_s	#55AD85	85,173,133
AT5G31807	5	q_s	#55AD85	85,173,133
AT5G30440	5	q_s	#55AD85	85,173,133
AT5G31511	5	q_s	#55AD85	85,173,133
AT5G30450	5	q_s	#55AD85	85,173,133
AT5G30721	5	q_s	#55AD85	85,173,133
AT5G30460	5	q_s	#55AD85	85,173,133
AT5G30648	5	q_s	#55AD85	85,173,133
AT5G30870	5	q_s	#55AD85	85,173,133
AT5G31092	5	q_s	#55AD85	85,173,133
AT5G31314	5	q_s	#55AD85	85,173,133
AT5G31536	5	q_s	#55AD85	85,173,133
AT5G31758	5	q_s	#55AD85	85,173,133
AT5G31980	5	q_s	#55AD85	85,173,133
AT5G30470	5	q_s	#55AD85	85,173,133
AT5G30480	5	q_s	#55AD85	85,173,133
AT5G30207	5	q_s	#55AD85	85,173,133
AT5G30269	5	q_s	#55AD85	85,173,133
AT5G30490	5	q_s	#55AD85	85,173,133
AT5G30500	5	q_s	#55AD85	85,173,133
AT5G30510	5	q_s	#55AD85	85,173,133
AT5G29646	5	q_s	#55AD85	85,173,133
AT5G29708	5	q_s	#55AD85	85,173,133
AT5G30520	5	q_s	#55AD85	85,173,133
AT5G30532	5	q_s	#55AD85	85,173,133
AT5G30545	5	q_s	#55AD85	85,173,133
AT5G31087	5	q_s	#55AD85	85,173,133
AT5G31651	5	q_s	#55AD85	85,173,133
AT5G31668	5	q_s	#55AD85	85,173,133
AT5G31685	5	q_s	#55AD85	85,173,133
AT5G31702	5	q_s	#55AD85	85,173,133
AT5G31719	5	q_s	#55AD85	85,173,133
AT5G31736	5	q_s	#55AD85	85,173,133
AT5G31753	5	q_s	#55AD85	85,173,133
AT5G31770	5	q_s	#55AD85	85,173,133
AT5G31787	5	q_s	#55AD85	85,173,133
AT5G31804	5	q_s	#55AD85	85,173,133
AT5G31821	5	q_s	#55AD85	85,173,133
AT5G31838	5	q_s	#55AD85	85,173,133
AT5G31855	5	q_s	#55AD85	85,173,133
AT5G31873	5	q_s	#55AD85	85,173,133
AT5G31891	5	q_s	#55AD85	85,173,133
AT5G31909	5	q_s	#55AD85	85,173,133
AT5G31927	5	q_s	#55AD85	85,173,133
AT5G31945	5	q_s	#55AD85	85,173,133
AT5G31963	5	q_s	#55AD85	85,173,133
AT5G31981	5	q_s	#55AD85	85,173,133
AT5G31999	5	q_s	#55AD85	85,173,133
AT5G32017	5	q_s	#55AD85	85,173,133
AT5G32035	5	q_s	#55AD85	85,173,133
AT5G32053	5	q_s	#55AD85	85,173,133
AT5G32071	5	q_s	#55AD85	85,173,133
AT5G32089	5	q_s	#55AD85	85,173,133
AT5G32107	5	q_s	#55AD85	85,173,133
AT5G32125	5	q_s	#55AD85	85,173,133
AT5G32143	5	q_s	#55AD85	85,173,133
AT5G32161	5	q_s	#55AD85	85,173,133
AT5G32179	5	q_s	#55AD85	85,173,133
AT5G32197	5	q_s	#55AD85	85,173,133
AT5G32215	5	q_s	#55AD85	85,173,133
AT5G32228	5	q_s	#55AD85	85,173,133
AT5G32241	5	q_s	#55AD85	85,173,133
AT5G32254	5	q_s	#55AD85	85,173,133
AT5G32267	5	q_s	#55AD85	85,173,133
AT5G32280	5	q_s	#55AD85	85,173,133
AT5G32293	5	q_s	#55AD85	85,173,133
AT5G32306	5	q_s	#55AD85	85,173,133
AT5G32312	5	q_s	#55AD85	85,173,133
AT5G32345	5	q_s	#55AD85	85,173,133
AT5G32358	5	q_s	#55AD85	85,173,133
AT5G32386	5	q_s	#55AD85	85,173,133
AT5G32400	5	q_s	#55AD85	85,173,133
AT5G32402	5	q_s	#55AD85	85,173,133
AT5G32404	5	q_s	#55AD85	85,173,133
AT5G32405	5	q_s	#55AD85	85,173,133
AT5G32406	5	q_s	#55AD85	85,173,133
AT5G32408	5	q_s	#55AD85	85,173,133
AT5G32410	5	q_s	#55AD85	85,173,133
AT5G32420	5	q_s	#55AD85	85,173,133
AT5G32423	5	q_s	#55AD85	85,173,133
AT5G32426	5	q_s	#55AD85	85,173,133
AT5G32430	5	q_s	#55AD85	85,173,133
AT5G32431	5	q_s	#55AD85	85,173,133
AT5G32433	5	q_s	#55AD85	85,173,133
AT5G32434	5	q_s	#55AD85	85,173,133
AT5G32436	5	q_s	#55AD85	85,173,133
AT5G32440	5	q_s	#55AD85	85,173,133
AT5G32450	5	q_s	#55AD85	85,173,133
AT5G32460	5	q_s	#55AD85	85,173,133
AT5G32470	5	q_s	#55AD85	85,173,133
AT5G32471	5	q_s	#55AD85	85,173,133
AT5G32473	5	q_s	#55AD85	85,173,133
AT5G32475	5	q_s	#55AD85	85,173,133
AT5G32481	5	q_s	#55AD85	85,173,133
AT5G32483	5	q_s	#55AD85	85,173,133
AT5G32485	5	q_s	#55AD85	85,173,133
AT5G32482	5	q_s	#55AD85	85,173,133
AT5G32484	5	q_s	#55AD85	85,173,133
AT5G32487	5	q_s	#55AD85	85,173,133
AT5G32486	5	q_s	#55AD85	85,173,133
AT5G32489	5	q_s	#55AD85	85,173,133
AT5G32488	5	q_s	#55AD85	85,173,133
AT5G32490	5	q_s	#55AD85	85,173,133
AT5G32495	5	q_s	#55AD85	85,173,133
AT5G32505	5	q_s	#55AD85	85,173,133
AT5G32510	5	q_s	#55AD85	85,173,133
AT5G32515	5	q_s	#55AD85	85,173,133
AT5G32511	5	q_s	#55AD85	85,173,133
AT5G32512	5	q_s	#55AD85	85,173,133
AT5G32517	5	q_s	#55AD85	85,173,133
AT5G32519	5	q_s	#55AD85	85,173,133
AT5G32513	5	q_s	#55AD85	85,173,133
AT5G32514	5	q_s	#55AD85	85,173,133
AT5G32516	5	q_s	#55AD85	85,173,133
AT5G32521	5	q_s	#55AD85	85,173,133
AT5G32518	5	q_s	#55AD85	85,173,133
AT5G32522	5	q_s	#55AD85	85,173,133
AT5G32520	5	q_s	#55AD85	85,173,133
AT5G32525	5	q_s	#55AD85	85,173,133
AT5G32540	5	q_s	#55AD85	85,173,133
AT5G32563	5	q_s	#55AD85	85,173,133
AT5G32566	5	q_s	#55AD85	85,173,133
AT5G32569	5	q_s	#55AD85	85,173,133
AT5G32572	5	q_s	#55AD85	85,173,133
AT5G32576	5	q_s	#55AD85	85,173,133
AT5G32580	5	q_s	#55AD85	85,173,133
AT5G32590	5	q_s	#55AD85	85,173,133
AT5G32591	5	q_s	#55AD85	85,173,133
AT5G32592	5	q_s	#55AD85	85,173,133
AT5G32593	5	q_s	#55AD85	85,173,133
AT5G32597	5	q_s	#55AD85	85,173,133
AT5G32595	5	q_s	#55AD85	85,173,133
AT5G32594	5	q_s	#55AD85	85,173,133
AT5G32596	5	q_s	#55AD85	85,173,133
AT5G32598	5	q_s	#55AD85	85,173,133
AT5G32600	5	q_s	#55AD85	85,173,133
AT5G32605	5	q_s	#55AD85	85,173,133
AT5G32610	5	q_s	#55AD85	85,173,133
AT5G32613	5	q_s	#55AD85	85,173,133
AT5G32616	5	q_s	#55AD85	85,173,133
AT5G32620	5	q_s	#55AD85	85,173,133
AT5G32621	5	q_s	#55AD85	85,173,133
AT5G32619	5	q_s	#55AD85	85,173,133
AT5G32623	5	q_s	#55AD85	85,173,133
AT5G32625	5	q_s	#55AD85	85,173,133
AT5G32627	5	q_s	#55AD85	85,173,133
AT5G32622	5	q_s	#55AD85	85,173,133
AT5G32624	5	q_s	#55AD85	85,173,133
AT5G32626	5	q_s	#55AD85	85,173,133
AT5G32628	5	q_s	#55AD85	85,173,133
AT5G32630	5	q_s	#55AD85	85,173,133
AT5G32654	5	q_s	#55AD85	85,173,133
AT5G32678	5	q_s	#55AD85	85,173,133
AT5G32690	5	q_s	#55AD85	85,173,133
AT5G32702	5	q_s	#55AD85	85,173,133
AT5G32726	5	q_s	#55AD85	85,173,133
AT5G32750	5	q_s	#55AD85	85,173,133
AT5G32775	5	q_s	#55AD85	85,173,133
AT5G32800	5	q_s	#55AD85	85,173,133
AT5G32825	5	q_s	#55AD85	85,173,133
AT5G32850	5	q_s	#55AD85	85,173,133
AT5G32875	5	q_s	#55AD85	85,173,133
AT5G32900	5	q_s	#55AD85	85,173,133
AT5G32925	5	q_s	#55AD85	85,173,133
AT5G32950	5	q_s	#55AD85	85,173,133
AT5G32975	5	q_s	#55AD85	85,173,133
AT5G33000	5	q_s	#55AD85	85,173,133
AT5G33025	5	q_s	#55AD85	85,173,133
AT5G33050	5	q_s	#55AD85	85,173,133
AT5G33070	5	q_s	#55AD85	85,173,133
AT5G33075	5	q_s	#55AD85	85,173,133
AT5G33100	5	q_s	#55AD85	85,173,133
AT5G33125	5	q_s	#55AD85	85,173,133
AT5G33150	5	q_s	#55AD85	85,173,133
AT5G33175	5	q_s	#55AD85	85,173,133
AT5G33200	5	q_s	#55AD85	85,173,133
AT5G33202	5	q_s	#55AD85	85,173,133
AT5G33204	5	q_s	#55AD85	85,173,133
AT5G33207	5	q_s	#55AD85	85,173,133
AT5G33210	5	q_s	#55AD85	85,173,133
AT5G33220	5	q_s	#55AD85	85,173,133
AT5G33223	5	q_s	#55AD85	85,173,133
AT5G33226	5	q_s	#55AD85	85,173,133
AT5G33230	5	q_s	#55AD85	85,173,133
AT5G33232	5	q_s	#55AD85	85,173,133
AT5G33234	5	q_s	#55AD85	85,173,133
AT5G33237	5	q_s	#55AD85	85,173,133
AT5G33240	5	q_s	#55AD85	85,173,133
AT5G33250	5	q_s	#55AD85	85,173,133
AT5G33251	5	q_s	#55AD85	85,173,133
AT5G33252	5	q_s	#55AD85	85,173,133
AT5G33253	5	q_s	#55AD85	85,173,133
AT5G33254	5	q_s	#55AD85	85,173,133
AT5G33255	5	q_s	#55AD85	85,173,133
AT5G33256	5	q_s	#55AD85	85,173,133
AT5G33257	5	q_s	#55AD85	85,173,133
AT5G33258	5	q_s	#55AD85	85,173,133
AT5G33259	5	q_s	#55AD85	85,173,133
AT5G33260	5	q_s	#55AD85	85,173,133
AT5G33270	5	q_s	#55AD85	85,173,133
AT5G33280	5	q_s	#55AD85	85,173,133
AT5G33285	5	q_s	#55AD85	85,173,133
AT5G33290	5	q_s	#55AD85	85,173,133
AT5G33300	5	q_s	#55AD85	85,173,133
AT5G33303	5	q_s	#55AD85	85,173,133
AT5G33306	5	q_s	#55AD85	85,173,133
AT5G33310	5	q_s	#55AD85	85,173,133
AT5G33315	5	q_s	#55AD85	85,173,133
AT5G33320	5	q_s	#55AD85	85,173,133
AT5G33330	5	q_s	#55AD85	85,173,133
AT5G33340	5	q_s	#55AD85	85,173,133
AT5G33350	5	q_s	#55AD85	85,173,133
AT5G33355	5	q_s	#55AD85	85,173,133
AT5G33360	5	q_s	#55AD85	85,173,133
AT5G33365	5	q_s	#55AD85	85,173,133
AT5G33370	5	q_s	#55AD85	85,173,133
AT5G33380	5	q_s	#55AD85	85,173,133
AT5G33381	5	q_s	#55AD85	85,173,133
AT5G33382	5	q_s	#55AD85	85,173,133
AT5G33383	5	q_s	#55AD85	85,173,133
AT5G33384	5	q_s	#55AD85	85,173,133
AT5G33385	5	q_s	#55AD85	85,173,133
AT5G33386	5	q_s	#55AD85	85,173,133
AT5G33387	5	q_s	#55AD85	85,173,133
AT5G33388	5	q_s	#55AD85	85,173,133
AT5G33389	5	q_s	#55AD85	85,173,133
AT5G33391	5	q_s	#55AD85	85,173,133
AT5G33392	5	q_s	#55AD85	85,173,133
AT5G33393	5	q_s	#55AD85	85,173,133
AT5G33390	5	q_s	#55AD85	85,173,133
AT5G33395	5	q_s	#55AD85	85,173,133
AT5G33398	5	q_s	#55AD85	85,173,133
AT5G33402	5	q_s	#55AD85	85,173,133
AT5G33404	5	q_s	#55AD85	85,173,133
AT5G33406	5	q_s	#55AD85	85,173,133
AT5G33399	5	q_s	#55AD85	85,173,133
AT5G33400	5	q_s	#55AD85	85,173,133
AT5G33405	5	q_s	#55AD85	85,173,133
AT5G33410	5	q_s	#55AD85	85,173,133
AT5G33415	5	q_s	#55AD85	85,173,133
AT5G33420	5	q_s	#55AD85	85,173,133
AT5G33421	5	q_s	#55AD85	85,173,133
AT5G33422	5	q_s	#55AD85	85,173,133
AT5G33424	5	q_s	#55AD85	85,173,133
AT5G33427	5	q_s	#55AD85	85,173,133
AT5G33428	5	q_s	#55AD85	85,173,133
AT5G33432	5	q_s	#55AD85	85,173,133
AT5G33436	5	q_s	#55AD85	85,173,133
AT5G33441	5	q_s	#55AD85	85,173,133
AT5G33439	5	q_s	#55AD85	85,173,133
AT5G33433	5	q_s	#55AD85	85,173,133
AT5G33431	5	q_s	#55AD85	85,173,133
AT5G33434	5	q_s	#55AD85	85,173,133
AT5G33438	5	q_s	#55AD85	85,173,133
AT5G33442	5	q_s	#55AD85	85,173,133
AT5G33533	5	q_s	#55AD85	85,173,133
AT5G33624	5	q_s	#55AD85	85,173,133
AT5G33715	5	q_s	#55AD85	85,173,133
AT5G33806	5	q_s	#55AD85	85,173,133
AT5G33898	5	q_s	#55AD85	85,173,133
AT5G33990	5	q_s	#55AD85	85,173,133
AT5G34082	5	q_s	#55AD85	85,173,133
AT5G34174	5	q_s	#55AD85	85,173,133
AT5G34266	5	q_s	#55AD85	85,173,133
AT5G34358	5	q_s	#55AD85	85,173,133
AT5G34376	5	q_s	#55AD85	85,173,133
AT5G34394	5	q_s	#55AD85	85,173,133
AT5G34412	5	q_s	#55AD85	85,173,133
AT5G34431	5	q_s	#55AD85	85,173,133
AT5G34450	5	q_s	#55AD85	85,173,133
AT5G34460	5	q_s	#55AD85	85,173,133
AT5G34480	5	q_s	#55AD85	85,173,133
AT5G34500	5	q_s	#55AD85	85,173,133
AT5G34520	5	q_s	#55AD85	85,173,133
AT5G34540	5	q_s	#55AD85	85,173,133
AT5G34560	5	q_s	#55AD85	85,173,133
AT5G34581	5	q_s	#55AD85	85,173,133
AT5G34602	5	q_s	#55AD85	85,173,133
AT5G34623	5	q_s	#55AD85	85,173,133
AT5G34644	5	q_s	#55AD85	85,173,133
AT5G34665	5	q_s	#55AD85	85,173,133
AT5G34686	5	q_s	#55AD85	85,173,133
AT5G34696	5	q_s	#55AD85	85,173,133
AT5G34707	5	q_s	#55AD85	85,173,133
AT5G34728	5	q_s	#55AD85	85,173,133
AT5G34749	5	q_s	#55AD85	85,173,133
AT5G34770	5	q_s	#55AD85	85,173,133
AT5G34780	5	q_s	#55AD85	85,173,133
AT5G34790	5	q_s	#55AD85	85,173,133
AT5G34795	5	q_s	#55AD85	85,173,133
AT5G34800	5	q_s	#55AD85	85,173,133
AT5G34810	5	q_s	#55AD85	85,173,133
AT5G34820	5	q_s	#55AD85	85,173,133
AT5G34825	5	q_s	#55AD85	85,173,133
AT5G34830	5	q_s	#55AD85	85,173,133
AT5G34829	5	q_s	#55AD85	85,173,133
AT5G34831	5	q_s	#55AD85	85,173,133
AT5G34832	5	q_s	#55AD85	85,173,133
AT5G34833	5	q_s	#55AD85	85,173,133
AT5G34834	5	q_s	#55AD85	85,173,133
AT5G34835	5	q_s	#55AD85	85,173,133
AT5G34836	5	q_s	#55AD85	85,173,133
AT5G34837	5	q_s	#55AD85	85,173,133
AT5G34838	5	q_s	#55AD85	85,173,133
AT5G34839	5	q_s	#55AD85	85,173,133
AT5G34841	5	q_s	#55AD85	85,173,133
AT5G34842	5	q_s	#55AD85	85,173,133
AT5G34843	5	q_s	#55AD85	85,173,133
AT5G34844	5	q_s	#55AD85	85,173,133
AT5G34845	5	q_s	#55AD85	85,173,133
AT5G34846	5	q_s	#55AD85	85,173,133
AT5G34847	5	q_s	#55AD85	85,173,133
AT5G34840	5	q_s	#55AD85	85,173,133
AT5G34848	5	q_s	#55AD85	85,173,133
AT5G34869	5	q_s	#55AD85	85,173,133
AT5G34849	5	q_s	#55AD85	85,173,133
AT5G34871	5	q_s	#55AD85	85,173,133
AT5G34851	5	q_s	#55AD85	85,173,133
AT5G34828	5	q_s	#55AD85	85,173,133
AT5G34852	5	q_s	#55AD85	85,173,133
AT5G34853	5	q_s	#55AD85	85,173,133
AT5G34850	5	q_s	#55AD85	85,173,133
AT5G34854	5	q_s	#55AD85	85,173,133
AT5G34855	5	q_s	#55AD85	85,173,133
AT5G34856	5	q_s	#55AD85	85,173,133
AT5G34857	5	q_s	#55AD85	85,173,133
AT5G34858	5	q_s	#55AD85	85,173,133
AT5G34859	5	q_s	#55AD85	85,173,133
AT5G34861	5	q_s	#55AD85	85,173,133
AT5G34862	5	q_s	#55AD85	85,173,133
AT5G34863	5	q_s	#55AD85	85,173,133
AT5G34864	5	q_s	#55AD85	85,173,133
AT5G34865	5	q_s	#55AD85	85,173,133
AT5G34866	5	q_s	#55AD85	85,173,133
AT5G34867	5	q_s	#55AD85	85,173,133
AT5G34868	5	q_s	#55AD85	85,173,133
AT5G34860	5	q_s	#55AD85	85,173,133
AT5G34870	5	q_s	#55AD85	85,173,133
AT5G34880	5	q_s	#55AD85	85,173,133
AT5G34882	5	q_s	#55AD85	85,173,133
AT5G34881	5	q_s	#55AD85	85,173,133
AT5G34883	5	q_s	#55AD85	85,173,133
AT5G34885	5	q_s	#55AD85	85,173,133
AT5G34887	5	q_s	#55AD85	85,173,133
AT5G34890	5	q_s	#55AD85	85,173,133
AT5G34895	5	q_s	#55AD85	85,173,133
AT5G34900	5	q_s	#55AD85	85,173,133
AT5G34903	5	q_s	#55AD85	85,173,133
AT5G34905	5	q_s	#55AD85	85,173,133
AT5G34908	5	q_s	#55AD85	85,173,133
AT5G34910	5	q_s	#55AD85	85,173,133
AT5G34920	5	q_s	#55AD85	85,173,133
AT5G34925	5	q_s	#55AD85	85,173,133
AT5G34930	5	q_s	#55AD85	85,173,133
AT5G34940	5	q_s	#55AD85	85,173,133
AT5G34945	5	q_s	#55AD85	85,173,133
AT5G34950	5	q_s	#55AD85	85,173,133
AT5G34960	5	q_s	#55AD85	85,173,133
AT5G34965	5	q_s	#55AD85	85,173,133
AT5G34970	5	q_s	#55AD85	85,173,133
AT5G34980	5	q_s	#55AD85	85,173,133
AT5G34985	5	q_s	#55AD85	85,173,133
AT5G34990	5	q_s	#55AD85	85,173,133
AT5G35000	5	q_s	#55AD85	85,173,133
AT5G35010	5	q_s	#55AD85	85,173,133
AT5G35020	5	q_s	#55AD85	85,173,133
AT5G35021	5	q_s	#55AD85	85,173,133
AT5G35023	5	q_s	#55AD85	85,173,133
AT5G35025	5	q_s	#55AD85	85,173,133
AT5G35030	5	q_s	#55AD85	85,173,133
AT5G35035	5	q_s	#55AD85	85,173,133
AT5G35040	5	q_s	#55AD85	85,173,133
AT5G35045	5	q_s	#55AD85	85,173,133
AT5G35046	5	q_s	#55AD85	85,173,133
AT5G35048	5	q_s	#55AD85	85,173,133
AT5G35050	5	q_s	#55AD85	85,173,133
AT5G35052	5	q_s	#55AD85	85,173,133
AT5G35057	5	q_s	#55AD85	85,173,133
AT5G35061	5	q_s	#55AD85	85,173,133
AT5G35065	5	q_s	#55AD85	85,173,133
AT5G35066	5	q_s	#55AD85	85,173,133
AT5G35069	5	q_s	#55AD85	85,173,133
AT5G35070	5	q_s	#55AD85	85,173,133
AT5G35073	5	q_s	#55AD85	85,173,133
AT5G35076	5	q_s	#55AD85	85,173,133
AT5G35080	5	q_s	#55AD85	85,173,133
AT5G35090	5	q_s	#55AD85	85,173,133
AT5G35100	5	q_s	#55AD85	85,173,133
AT5G35110	5	q_s	#55AD85	85,173,133
AT5G35111	5	q_s	#55AD85	85,173,133
AT5G35113	5	q_s	#55AD85	85,173,133
AT5G35116	5	q_s	#55AD85	85,173,133
AT5G35118	5	q_s	#55AD85	85,173,133
AT5G35120	5	q_s	#55AD85	85,173,133
AT5G35130	5	q_s	#55AD85	85,173,133
AT5G35140	5	q_s	#55AD85	85,173,133
AT5G35142	5	q_s	#55AD85	85,173,133
AT5G35145	5	q_s	#55AD85	85,173,133
AT5G35146	5	q_s	#55AD85	85,173,133
AT5G35148	5	q_s	#55AD85	85,173,133
AT5G35150	5	q_s	#55AD85	85,173,133
AT5G35160	5	q_s	#55AD85	85,173,133
AT5G35170	5	q_s	#55AD85	85,173,133
AT5G35180	5	q_s	#55AD85	85,173,133
AT5G35190	5	q_s	#55AD85	85,173,133
AT5G35195	5	q_s	#55AD85	85,173,133
AT5G35200	5	q_s	#55AD85	85,173,133
AT5G35205	5	q_s	#55AD85	85,173,133
AT5G35207	5	q_s	#55AD85	85,173,133
AT5G35210	5	q_s	#55AD85	85,173,133
AT5G35220	5	S	#8cc0f0	140,192,240
AT5G35230	5	S	#8cc0f0	140,192,240
AT5G35240	5	S	#8cc0f0	140,192,240
AT5G35250	5	S	#8cc0f0	140,192,240
AT5G35260	5	S	#8cc0f0	140,192,240
AT5G35270	5	S	#8cc0f0	140,192,240
AT5G35280	5	S	#8cc0f0	140,192,240
AT5G35290	5	S	#8cc0f0	140,192,240
AT5G35300	5	S	#8cc0f0	140,192,240
AT5G35310	5	S	#8cc0f0	140,192,240
AT5G35320	5	S	#8cc0f0	140,192,240
AT5G35330	5	S	#8cc0f0	140,192,240
AT5G35331	5	S	#8cc0f0	140,192,240
AT5G35332	5	S	#8cc0f0	140,192,240
AT5G35334	5	S	#8cc0f0	140,192,240
AT5G35336	5	S	#8cc0f0	140,192,240
AT5G35337	5	S	#8cc0f0	140,192,240
AT5G35338	5	S	#8cc0f0	140,192,240
AT5G35339	5	S	#8cc0f0	140,192,240
AT5G35341	5	S	#8cc0f0	140,192,240
AT5G35340	5	S	#8cc0f0	140,192,240
AT5G35344	5	S	#8cc0f0	140,192,240
AT5G35348	5	S	#8cc0f0	140,192,240
AT5G35353	5	S	#8cc0f0	140,192,240
AT5G35354	5	S	#8cc0f0	140,192,240
AT5G35356	5	S	#8cc0f0	140,192,240
AT5G35360	5	S	#8cc0f0	140,192,240
AT5G35370	5	S	#8cc0f0	140,192,240
AT5G35375	5	S	#8cc0f0	140,192,240
AT5G35380	5	S	#8cc0f0	140,192,240
AT5G35390	5	S	#8cc0f0	140,192,240
AT5G35400	5	S	#8cc0f0	140,192,240
AT5G35405	5	S	#8cc0f0	140,192,240
AT5G35407	5	S	#8cc0f0	140,192,240
AT5G35410	5	S	#8cc0f0	140,192,240
AT5G35413	5	S	#8cc0f0	140,192,240
AT5G35416	5	S	#8cc0f0	140,192,240
AT5G35420	5	S	#8cc0f0	140,192,240
AT5G35425	5	S	#8cc0f0	140,192,240
AT5G35430	5	S	#8cc0f0	140,192,240
AT5G35450	5	S	#8cc0f0	140,192,240
AT5G35460	5	S	#8cc0f0	140,192,240
AT5G35470	5	S	#8cc0f0	140,192,240
AT5G35475	5	S	#8cc0f0	140,192,240
AT5G35480	5	S	#8cc0f0	140,192,240
AT5G35490	5	S	#8cc0f0	140,192,240
AT5G35495	5	S	#8cc0f0	140,192,240
AT5G35510	5	S	#8cc0f0	140,192,240
AT5G35520	5	S	#8cc0f0	140,192,240
AT5G35525	5	S	#8cc0f0	140,192,240
AT5G35526	5	S	#8cc0f0	140,192,240
AT5G35530	5	S	#8cc0f0	140,192,240
AT5G35535	5	S	#8cc0f0	140,192,240
AT5G35540	5	S	#8cc0f0	140,192,240
AT5G35550	5	S	#8cc0f0	140,192,240
AT5G35555	5	S	#8cc0f0	140,192,240
AT5G35560	5	S	#8cc0f0	140,192,240
AT5G35570	5	S	#8cc0f0	140,192,240
AT5G35575	5	S	#8cc0f0	140,192,240
AT5G35580	5	S	#8cc0f0	140,192,240
AT5G35590	5	S	#8cc0f0	140,192,240
AT5G35600	5	S	#8cc0f0	140,192,240
AT5G35601	5	S	#8cc0f0	140,192,240
AT5G35602	5	S	#8cc0f0	140,192,240
AT5G35603	5	S	#8cc0f0	140,192,240
AT5G35604	5	S	#8cc0f0	140,192,240
AT5G35606	5	S	#8cc0f0	140,192,240
AT5G35607	5	S	#8cc0f0	140,192,240
AT5G35608	5	S	#8cc0f0	140,192,240
AT5G35605	5	S	#8cc0f0	140,192,240
AT5G35610	5	S	#8cc0f0	140,192,240
AT5G35615	5	S	#8cc0f0	140,192,240
AT5G35620	5	S	#8cc0f0	140,192,240
AT5G35630	5	S	#8cc0f0	140,192,240
AT5G35631	5	S	#8cc0f0	140,192,240
AT5G35640	5	S	#8cc0f0	140,192,240
AT5G35643	5	S	#8cc0f0	140,192,240
AT5G35646	5	S	#8cc0f0	140,192,240
AT5G35650	5	S	#8cc0f0	140,192,240
AT5G35655	5	S	#8cc0f0	140,192,240
AT5G35657	5	S	#8cc0f0	140,192,240
AT5G35660	5	S	#8cc0f0	140,192,240
AT5G35670	5	S	#8cc0f0	140,192,240
AT5G35680	5	S	#8cc0f0	140,192,240
AT5G35688	5	S	#8cc0f0	140,192,240
AT5G35690	5	S	#8cc0f0	140,192,240
AT5G35695	5	S	#8cc0f0	140,192,240
AT5G35698	5	S	#8cc0f0	140,192,240
AT5G35700	5	S	#8cc0f0	140,192,240
AT5G35710	5	S	#8cc0f0	140,192,240
AT5G35715	5	S	#8cc0f0	140,192,240
AT5G35720	5	S	#8cc0f0	140,192,240
AT5G35725	5	S	#8cc0f0	140,192,240
AT5G35730	5	S	#8cc0f0	140,192,240
AT5G35732	5	S	#8cc0f0	140,192,240
AT5G35735	5	S	#8cc0f0	140,192,240
AT5G35736	5	S	#8cc0f0	140,192,240
AT5G35737	5	S	#8cc0f0	140,192,240
AT5G35738	5	S	#8cc0f0	140,192,240
AT5G35740	5	S	#8cc0f0	140,192,240
AT5G35750	5	S	#8cc0f0	140,192,240
AT5G35753	5	S	#8cc0f0	140,192,240
AT5G35756	5	S	#8cc0f0	140,192,240
AT5G35760	5	S	#8cc0f0	140,192,240
AT5G35770	5	S	#8cc0f0	140,192,240
AT5G35775	5	S	#8cc0f0	140,192,240
AT5G35777	5	S	#8cc0f0	140,192,240
AT5G35780	5	S	#8cc0f0	140,192,240
AT5G35790	5	S	#8cc0f0	140,192,240
AT5G35791	5	S	#8cc0f0	140,192,240
AT5G35792	5	S	#8cc0f0	140,192,240
