Bna	Ath_uniprot	Ath_agi	ACK_block	consensus_ACK	consensus_score	Ath_position	Ath_increment
C05p52260.1_BnaDAR	Q84JE8	AT3G14890	F	F	7646.85	14996	-1
C05p52280.1_BnaDAR	Q9LKB6	AT3G14880	F	F	7421.51	14995	-1
C05p52290.1_BnaDAR	Q9LKB7	AT3G14870	F	F	7554.95	14994	-1
C05p52330.1_BnaDAR	F4IWA8	AT3G14850	F	F	7579.44	14992	-2
C05p52360.1_BnaDAR	C0LGN2	AT3G14840	F	F	7946.61	14991	-1
C05p52420.1_BnaDAR	F4IWA8	AT3G14850	F	F	7683.21	14992	1
C05p52430.1_BnaDAR	C0LGN2	AT3G14840	F	F	7986.31	14991	-1
C05p52440.1_BnaDAR	C0LGN2	AT3G14840	F	F	7987	14991	0
C05p52450.1_BnaDAR	Q8L634	AT3G14830	F	F	7810.74	14990	-1
C05p52470.1_BnaDAR	Q9LH76	AT3G14790	F	F	8032.73	14987	-3
C05p52480.1_BnaDAR	Q9XIK3	AT1G10500	A	F	7301.14	1021	-13966
C05p52490.1_BnaDAR	Q9LH79	AT3G14770	F	F	7520.05	14985	13964
C05p52500.1_BnaDAR	Q93V84	AT3G14750	F	F	7480.32	14983	-2
C05p52510.1_BnaDAR	Q9LUC1	AT3G14740	F	F	7649.49	14982	-1
C05p52520.1_BnaDAR	Q9LUC3	AT3G14720	F	F	8004.66	14980	-2
C05p52580.1_BnaDAR	A0A1I9LNT1	AT3G14640	F	F	8058.78	14972	-8
C05p52640.1_BnaDAR	Q8L7K0	AT3G14600	F	F	7812.68	14968	-4
C05p52680.1_BnaDAR	B3H4I1	AT3G14590	F	F	8268.51	14966	-2
C05p52690.1_BnaDAR	Q9LUD6	AT3G14580	F	F	7962.83	14965	-1
C05p52710.1_BnaDAR	Q9LUD7	AT3G14570	F	F	9887.03	14964	-1
C05p52720.1_BnaDAR	Q9LUD8	AT3G14560	F	F	8012.23	14963	-1
C05p52730.1_BnaDAR	Q9LUD9	AT3G14530	F	F	8160.76	14960	-3
C05p52730.1_BnaDAR	Q9LRR0	AT3G14510	F	F	8160.76	14958	-2
C05p52730.1_BnaDAR	Q9LIA0	AT3G29430	L	F	8160.76	16630	1672
C05p52730.1_BnaDAR	Q9LHR4	AT3G32040	l_m	F	8160.76	16722	92
C05p52730.1_BnaDAR	Q9LUE1	AT3G14530	F	F	8160.76	14960	-1762
C05p52810.1_BnaDAR	Q9LRR4	AT3G14470	F	F	8606.25	14955	-5
C05p52820.1_BnaDAR	Q9LRR5	AT3G14460	F	F	8501.67	14952	-3
C05p52830.1_BnaDAR	Q9LRR6	AT3G14450	F	F	7452.89	14950	-2
C05p52880.1_BnaDAR	Q9LRR7	AT3G14440	F	F	7567.69	14949	-1
C05p52900.1_BnaDAR	Q9LRR8	AT3G14430	F	F	6836.26	14948	-1
C05p52940.1_BnaDAR	Q9FPS2	AT3G14400	F	F	7101.25	14944	-4
C05p52950.1_BnaDAR	Q8L923	AT3G14395	F	F	6563.75	14943	-1
C05p52960.1_BnaDAR	Q9LUL1	AT3G14380	F	F	6577.54	14941	-2
C05p52970.1_BnaDAR	Q9LUL2	AT3G14370	F	F	6846.38	14940	-1
C05p52990.1_BnaDAR	Q6IM82	AT3G14362	F	F	6394.66	14939	-1
C05p53000.1_BnaDAR	F4JFU8	AT3G14360	F	F	6746.41	14938	-1
C05p53010.1_BnaDAR	Q9LUL4	AT3G14350	F	F	6743.8	14937	-1
C05p53030.1_BnaDAR	Q9LUL6	AT3G14320	F	F	6242.42	14934	-3
C05p53050.1_BnaDAR	O49006	AT3G14310	F	F	6645.5	14933	-1
C05p53060.1_BnaDAR	Q9LUL9	AT3G14280	F	F	6155.68	14930	-3
C05p53080.1_BnaDAR	Q1PEQ5	AT3G14250	F	F	6281.92	14927	-3
C05p53090.1_BnaDAR	Q9LUM3	AT3G14240	F	F	6688.28	14926	-1
C05p53140.1_BnaDAR	Q9LUM4	AT3G14230	F	F	6092.06	14925	-1
C05p53170.1_BnaDAR	Q9LJP1	AT3G14225	F	F	6072.63	14924	-1
C05p53180.1_BnaDAR	Q9LH38	AT3G30730	L	F	5692.45	16701	1777
C05p53210.1_BnaDAR	Q9LJG3	AT3G14210	F	F	5995.01	14922	-1779
C05p53210.1_BnaDAR	Q9LMS5	AT1G18120	A	F	5995.01	NA	NA
C05p53230.1_BnaDAR	Q9LJG3	AT3G14210	F	F	5953.76	14922	NA
C05p53230.1_BnaDAR	Q9LMS5	AT1G18120	A	F	5953.76	NA	NA
C05p53300.1_BnaDAR	Q9LMS5	AT3G14210	F	F	5893.33	14922	NA
C05p53300.1_BnaDAR	Q9LJG3	AT3G14210	F	F	5893.33	14922	0
C05p53390.1_BnaDAR	F4JA83	AT1G36510	B	F	5596.28	3558	-11364
C05p53390.1_BnaDAR	F4I1M8	AT1G36510	B	F	5596.28	3558	0
C05p53400.1_BnaDAR	F4JA83	AT1G36510	B	F	5596.28	3558	0
C05p53400.1_BnaDAR	F4I1M8	AT1G36510	B	F	5596.28	3558	0
C05p53410.1_BnaDAR	Q8RWG7	AT5G37480	S	F	5596.28	10208	6650
C05p53420.1_BnaDAR	Q94A27	AT3G14205	F	F	6482.97	14921	4713
C05p53430.1_BnaDAR	Q9LJG5	AT3G14200	F	F	6017.83	14920	-1
C05p53450.1_BnaDAR	Q9LJG6	AT3G14190	F	F	5969.21	14919	-1
C05p53470.1_BnaDAR	F4JFS3	AT3G14172	F	F	6894.75	14917	-2
C05p53480.1_BnaDAR	A0A1I9LS40	AT3G14170	F	F	6648.63	14916	-1
C05p53490.1_BnaDAR	Q9LJH2	AT3G14160	F	F	6630.62	14915	-1
C05p53500.1_BnaDAR	Q24JJ8	AT3G14150	F	F	6744.26	14914	-1
C05p53500.1_BnaDAR	Q9LJH5	AT3G14130	F	F	6744.26	14912	-2
C05p53510.1_BnaDAR	Q9LJH5	AT3G14130	F	F	6771.77	14912	0
C05p53510.1_BnaDAR	Q24JJ8	AT3G14150	F	F	6771.77	14914	2
C05p53520.1_BnaDAR	Q8L748	AT3G14120	F	F	7705.39	14911	-3
C05p53530.1_BnaDAR	Q940U6	AT3G14110	F	F	6977.03	14910	-1
C05p53540.1_BnaDAR	Q9LJH9	AT3G14090	F	F	7209.45	14908	-2
C05p53550.1_BnaDAR	Q8LFL8	AT3G14080	F	F	6866.64	14907	-1
C05p53560.1_BnaDAR	Q9LJI2	AT3G14070	F	F	7339.43	14905	-2
C05p53570.1_BnaDAR	Q9LVJ1	AT3G14067	F	F	7464.35	14904	-1
C05p53580.1_BnaDAR	Q9LVJ3	AT3G14050	F	F	7248.6	14902	-2
C05p53620.1_BnaDAR	Q9LRW3	AT3G13840	F	F	6902.73	14877	-25
C05p53650.1_BnaDAR	Q8GYL9	AT3G14000	F	F	6646.64	14897	20
C05p53660.1_BnaDAR	Q8L7T4	AT3G13990	F	F	6861.2	14896	-1
C05p53720.1_BnaDAR	Q9LVK2	AT3G13980	F	F	6300.02	14895	-1
C05p53730.1_BnaDAR	Q9LVK3	AT3G13970	F	F	6223.57	14894	-1
C05p53770.1_BnaDAR	Q8L8A6	AT3G13960	F	F	6286.74	14893	-1
C05p53780.1_BnaDAR	B9DG91	AT3G13950	F	F	6247.36	14892	-1
C05p53790.1_BnaDAR	Q8RWN9	AT3G13930	F	F	6573.82	14890	-2
C05p53800.1_BnaDAR	Q9CAI7	AT3G13920	F	F	6535.67	14889	-1
C05p53810.1_BnaDAR	A0A1I9LQ26	AT3G13910	F	F	6182.79	14888	-1
C05p53820.1_BnaDAR	Q9LVK9	AT3G13900	F	F	7293.05	14887	-1
C05p53840.1_BnaDAR	P56753	ATCG01110	Pt	F	5937.67	27619	12732
C05p53900.1_BnaDAR	Q45GK3	AT3G51690	N	F	5937.67	17693	-9926
C05p53910.1_BnaDAR	Q9SPG3	AT3G13890	F	F	6154.31	14885	-2808
C05p53920.1_BnaDAR	F4JEK7	AT3G13882	F	F	6041.61	14884	-1
C05p53930.1_BnaDAR	P93042	AT3G13870	F	F	6728.15	14882	-2
C05p53940.1_BnaDAR	Q9LRW1	AT3G13850	F	F	6179.44	14879	-3
C05p53950.1_BnaDAR	Q8GW60	AT3G13845	F	F	6029.58	14878	-1
C05p54000.1_BnaDAR	O80925	AT2G37550	J	F	6006.87	22109	7231
C05p54020.1_BnaDAR	Q43866	AT3G13790	F	F	6694.53	14872	-7237
C05p54030.1_BnaDAR	Q9LIB9	AT3G13784	F	F	6775.2	14871	-1
C05p54040.1_BnaDAR	F4JEI8	AT3G13782	F	F	6542.75	14870	-1
C05p54050.1_BnaDAR	F4JEI7	AT3G13780	F	F	6512.42	14869	-1
C05p54060.1_BnaDAR	Q9LIC2	AT3G13772	F	F	7176.15	14868	-1
C05p54070.1_BnaDAR	Q9LIC3	AT3G13770	F	F	7220.82	14867	-1
C05p54080.1_BnaDAR	Q9SCW1	AT3G13750	F	F	7610.61	14865	-2
C05p54100.1_BnaDAR	Q94IA6	AT3G13730	F	F	7056.5	14863	-2
C05p54130.1_BnaDAR	Q9LIC7	AT3G13710	F	F	6692.74	14861	-2
C05p54150.1_BnaDAR	B3H4P0	AT3G13700	F	F	6705.51	14860	-1
C05p54160.1_BnaDAR	Q9LIC9	AT3G13690	F	F	7193.15	14859	-1
C05p54180.1_BnaDAR	Q9LID3	AT3G13670	F	F	6888.84	14853	-6
C05p54190.1_BnaDAR	Q9LID5	AT3G13650	F	F	6483.36	14850	-3
C05p54220.1_BnaDAR	Q9LHN7	AT3G13620	F	F	6702.74	14847	-3
C05p54230.1_BnaDAR	Q9LHN8	AT3G13610	F	F	6505.56	14846	-1
C05p54260.1_BnaDAR	Q9LHN9	AT3G13600	F	F	6538.7	14845	-1
C05p54290.1_BnaDAR	F4JDE3	AT3G13590	F	F	6211.72	14844	-1
C05p54310.1_BnaDAR	Q94CD8	AT3G13560	F	F	6327.07	14841	-3
C05p54320.1_BnaDAR	Q9LJD7	AT3G13550	F	F	5969.95	14840	-1
C05p54330.1_BnaDAR	Q38850	AT3G13540	F	F	5933.91	14839	-1
C05p54350.1_BnaDAR	Q9LJD9	AT3G13520	F	F	5748	14837	-2
C05p54360.1_BnaDAR	Q9LJE0	AT3G13510	F	F	6107.2	14836	-1
C05p54390.1_BnaDAR	Q9LJE2	AT3G13490	F	F	6140.07	14834	-2
C05p54400.1_BnaDAR	F4JDC7	AT3G13480	F	F	5699.34	14833	-1
C05p54410.1_BnaDAR	Q3E8J4	AT5G41680	S	F	5642.92	10655	-4178
C05p54460.1_BnaDAR	Q9LJE5	AT3G13460	F	F	6141.81	14831	4176
C05p54470.1_BnaDAR	Q8VXU9	AT3G13440	F	F	5940.66	14828	-3
C05p54480.1_BnaDAR	A0A178VGS0	AT3G13420	F	F	5954.76	14822	-6
C05p54490.1_BnaDAR	Q93WB8	AT3G13410	F	F	6109.1	14821	-1
C05p54500.1_BnaDAR	Q9LJF1	AT3G13400	F	F	6494.39	14818	-3
C05p54510.1_BnaDAR	Q9LJF2	AT3G13390	F	F	6564.52	14817	-1
C05p54520.1_BnaDAR	Q9LJF3	AT3G13380	F	F	6467.51	14816	-1
C05p54550.1_BnaDAR	Q9LTT3	AT3G13350	F	F	6122.71	14813	-3
C05p54580.1_BnaDAR	Q94AB4	AT3G13340	F	F	6303.7	14812	-1
C05p54590.1_BnaDAR	Q3E8W3	AT5G28720	Q	F	5863.52	9909	-4903
C05p54600.1_BnaDAR	Q39254	AT3G13320	F	F	6266.52	14810	4901
C05p54610.1_BnaDAR	Q9LTT7	AT3G13310	F	F	5989.52	14809	-1
C05p54620.1_BnaDAR	Q9LTT8	AT3G13300	F	F	6816.04	14808	-1
C05p54680.1_BnaDAR	Q9LTT8	AT3G13300	F	F	6600.88	14808	0
C05p54700.1_BnaDAR	Q9LTU6	AT3G13230	F	F	5612.28	14801	-7
C05p54730.1_BnaDAR	Q9C7K2	AT1G56270	D	F	5342.51	4737	-10064
C05p54750.1_BnaDAR	Q9LK52	AT3G13200	F	F	5490.24	14791	10054
C05p54760.1_BnaDAR	Q9LK53	AT3G13190	F	F	5357.22	14790	-1
C05p54770.1_BnaDAR	Q1G3U6	AT1G18490	A	F	5265.4	1872	-12918
C05p54780.1_BnaDAR	Q9LK55	AT3G13175	F	F	5355.17	14788	12916
C05p54800.1_BnaDAR	Q9LK59	AT3G13140	F	F	5360.41	14784	-4
C05p54810.1_BnaDAR	Q9LK60	AT3G13130	F	F	5415.2	14783	-1
C05p54820.1_BnaDAR	Q9LK61	AT3G13120	F	F	5540.71	14782	-1
C05p54830.1_BnaDAR	Q84V03	AT2G16365	H	F	5422.44	19860	5078
C05p54840.1_BnaDAR	Q9LK62	AT3G13100	F	F	7075.22	14780	-5080
C05p54850.1_BnaDAR	Q9LK65	AT3G13070	F	F	6525.84	14776	-4
C05p54860.1_BnaDAR	Q6R2K2	AT3G13065	F	F	6395.82	14775	-1
C05p54870.1_BnaDAR	Q0WR25	AT3G13060	F	F	6576.72	14773	-2
C05p54890.1_BnaDAR	Q9LDK4	AT3G13020	F	F	6339.14	14769	-4
C05p54890.1_BnaDAR	Q9LDS0	AT3G13030	F	F	6339.14	14770	1
C05p54890.1_BnaDAR	Q9LDB0	AT3G13010	F	F	6339.14	14768	-2
C05p54900.1_BnaDAR	Q56W79	AT3G13000	F	F	6377.66	14767	-1
C05p54940.1_BnaDAR	Q9LSI1	AT3G12977	F	F	6093.15	14764	-3
C05p54950.1_BnaDAR	Q9LD39	AT3G12970	F	F	6019.52	14763	-1
C05p54970.1_BnaDAR	A0A178VI87	AT3G12940	F	F	6233.52	14759	-4
C05p54980.1_BnaDAR	Q9LDY9	AT3G12930	F	F	5967.7	14758	-1
C05p55000.1_BnaDAR	Q9LDD1	AT3G12920	F	F	6021.17	14757	-1
C05p55010.1_BnaDAR	Q9LSI4	AT3G12910	F	F	5996.08	14755	-2
C05p55030.1_BnaDAR	Q9LE86	AT3G12900	F	F	6126.67	14754	-1
C05p55040.1_BnaDAR	Q9LDL9	AT3G12890	F	F	6011.61	14753	-1
C05p55050.1_BnaDAR	Q9LJX2	AT3G12880	F	F	5920.26	14752	-1
C05p55060.1_BnaDAR	Q9LDH9	AT3G12870	F	F	6030.17	14751	-1
C05p55080.1_BnaDAR	Q9LTV3	AT3G12830	F	F	6028.68	14745	-6
C05p55090.1_BnaDAR	Q7X9V2	AT3G12810	F	F	7790.36	14743	-2
C05p55100.1_BnaDAR	A0A1P8AWA7	AT1G24545	NA	F	6204.46	2505	-12238
C05p55120.1_BnaDAR	Q9LD57	AT3G12780	F	F	6536.89	14741	12236
C05p55130.1_BnaDAR	F4JAZ0	AT3G12775	F	F	6248.29	14740	-1
C05p55140.1_BnaDAR	Q9LTV8	AT3G12770	F	F	6596.25	14739	-1
C05p55150.1_BnaDAR	Q9LTV9	AT3G12760	F	F	6147.78	14738	-1
C05p55160.1_BnaDAR	O81123	AT3G12750	F	F	6132.14	14737	-1
C05p55170.1_BnaDAR	Q9LTW0	AT3G12740	F	F	6122.72	14736	-1
C05p55180.1_BnaDAR	Q8VYI2	AT3G12730	F	F	5946.55	14735	-1
C05p55190.1_BnaDAR	Q9LTW2	AT3G12720	F	F	5997.13	14734	-1
C05p55200.1_BnaDAR	Q9LTW3	AT3G12710	F	F	6034.64	14733	-1
C05p55210.1_BnaDAR	Q9LTW4	AT3G12700	F	F	6062.82	14732	-1
C05p55220.1_BnaDAR	Q9LTW4	AT3G12700	F	F	6076.55	14732	0
C05p55250.1_BnaDAR	Q9LTW5	AT3G12690	F	F	6242.86	14731	-1
C05p55270.1_BnaDAR	Q941Q3	AT3G12680	F	F	6103.63	14729	-2
C05p55280.1_BnaDAR	Q9LTW8	AT3G12670	F	F	6251.97	14727	-2
C05p55290.1_BnaDAR	Q9LTW9	AT3G12660	F	F	5700.95	14728	1
C05p55320.1_BnaDAR	Q9LHJ8	AT3G12630	F	F	5735.1	14724	-4
C05p55330.1_BnaDAR	Q9LHJ9	AT3G12620	F	F	5969.67	14723	-1
C05p55350.1_BnaDAR	Q9LHK1	AT3G12600	F	F	5762.82	14721	-2
C05p55360.1_BnaDAR	Q9C7B1	AT3G12560	F	F	6054.32	14716	-5
C05p55370.1_BnaDAR	Q9LHB1	AT3G12550	F	F	6070.51	14715	-1
C05p55380.1_BnaDAR	A8MQR9	AT3G11825	F	F	5544.06	14640	-75
C05p55410.1_BnaDAR	P19171	AT3G12500	F	F	5833.35	14709	69
C05p55420.1_BnaDAR	Q8H0X6	AT3G12490	F	F	5703.48	14708	-1
C05p55440.1_BnaDAR	Q9LHG9	AT3G12390	F	F	5622.67	14699	-9
C05p55450.1_BnaDAR	Q940Z2	AT3G12380	F	F	6155.57	14698	-1
C05p55460.1_BnaDAR	Q9LHH1	AT3G12370	F	F	5720.03	14697	-1
C05p55470.1_BnaDAR	Q9C7A2	AT3G12360	F	F	5924.03	14696	-1
C05p55480.1_BnaDAR	Q9LHH3	AT3G12345	F	F	5720.22	14694	-2
C05p55490.1_BnaDAR	Q9LHH5	AT3G12320	F	F	5828.01	14692	-2
C05p55500.1_BnaDAR	Q9LHH7	AT3G12290	F	F	5924.05	14690	-2
C05p55510.1_BnaDAR	Q9LKZ3	AT3G12280	F	F	6617.67	14689	-1
C05p55520.1_BnaDAR	Q0WVD6	AT3G12270	F	F	6102.28	14688	-1
C05p55530.1_BnaDAR	Q9LHI0	AT3G12260	F	F	5696.8	14687	-1
C05p55540.1_BnaDAR	Q39140	AT3G12250	F	F	5826.72	14686	-1
C05p55550.1_BnaDAR	Q9FL54	AT3G12170	F	F	5694.59	14677	-9
C05p55550.1_BnaDAR	A0A1I9LLP0	AT3G12170	F	F	5694.59	14677	0
C05p55570.1_BnaDAR	Q9FE79	AT3G12160	F	F	5682.38	14676	-1
C05p55580.1_BnaDAR	Q8RWA3	AT3G12150	F	F	5802.54	14675	-1
C05p55660.1_BnaDAR	Q9SEL5	AT1G26670	B	F	5419.4	2646	-12029
C05p55680.1_BnaDAR	Q9C7C3	AT3G12130	F	F	5629.59	14672	12026
C05p55690.1_BnaDAR	P46313	AT3G12120	F	F	5857.03	14671	-1
C05p55700.1_BnaDAR	P53496	AT3G12110	F	F	5901.88	14670	-1
C05p55720.1_BnaDAR	Q6ICY4	AT3G12100	F	F	5875.18	14669	-1
C05p55730.1_BnaDAR	Q9C7C1	AT3G12090	F	F	5811.18	14668	-1
C05p55740.1_BnaDAR	B5X565	AT3G12080	F	F	6035.02	14667	-1
C05p55760.1_BnaDAR	Q9LHL7	AT3G12050	F	F	5774.51	14664	-3
C05p55770.1_BnaDAR	Q39147	AT3G12040	F	F	5652.97	14663	-1
C05p55780.1_BnaDAR	F4J8L3	AT3G12020	F	F	6049.55	14661	-2
C05p55830.1_BnaDAR	A8MRG2	AT5G40570	S	F	5234.98	10537	-4124
C05p55840.1_BnaDAR	Q3E6Z0	AT3G11990	F	F	5328.26	14658	4121
C05p55840.1_BnaDAR	Q9LKB8	AT5G35405	S	F	5328.26	10010	-4648
C05p55840.1_BnaDAR	A7REG6	AT2G04031	K	F	5328.26	19241	9231
C05p55840.1_BnaDAR	Q9LHM2	AT3G11990	F	F	5328.26	14658	-4583
C05p55840.1_BnaDAR	Q3ECV8	AT1G47470	C	F	5328.26	3799	-10859
C05p55860.1_BnaDAR	Q9LKB8	AT3G11990	F	F	5320.74	14658	10859
C05p55860.1_BnaDAR	A7REG6	AT2G04031	K	F	5320.74	19241	4583
C05p55860.1_BnaDAR	Q9LHM2	AT3G11990	F	F	5320.74	14658	-4583
C05p55860.1_BnaDAR	Q3ECV8	AT1G47470	C	F	5320.74	3799	-10859
C05p55860.1_BnaDAR	Q3E6Z0	AT4G13263	T	F	5320.74	24426	20627
C05p55870.1_BnaDAR	Q3E7V3	AT3G11990	F	F	5324.74	14658	-9768
C05p55870.1_BnaDAR	Q9MAJ0	AT1G45190	C	F	5324.74	3738	-10920
C05p55870.1_BnaDAR	Q3ECV9	AT1G47450	C	F	5324.74	3798	60
C05p55870.1_BnaDAR	Q3E6U3	AT4G13261	T	F	5324.74	24425	20627
C05p55870.1_BnaDAR	Q3EC71	AT2G04037	K	F	5324.74	19242	-5183
C05p55880.1_BnaDAR	Q3ECV8	AT3G11990	F	F	5340.47	14658	-4584
C05p55880.1_BnaDAR	Q3E6Z0	AT4G13263	T	F	5340.47	24426	9768
C05p55880.1_BnaDAR	Q9LKB8	AT5G35405	S	F	5340.47	10010	-14416
C05p55880.1_BnaDAR	A7REG6	AT2G04031	K	F	5340.47	19241	9231
C05p55880.1_BnaDAR	Q9LHM2	AT3G11990	F	F	5340.47	14658	-4583
C05p55890.1_BnaDAR	Q3ECV9	AT3G11990	F	F	5366.74	14658	0
C05p55890.1_BnaDAR	Q3E6U3	AT4G13261	T	F	5366.74	24425	9767
C05p55890.1_BnaDAR	Q3EC71	AT2G04037	K	F	5366.74	19242	-5183
C05p55890.1_BnaDAR	Q3E7V3	AT2G04041	K	F	5366.74	19243	1
C05p55890.1_BnaDAR	Q9MAJ0	AT1G45190	C	F	5366.74	3738	-15505
C05p55900.1_BnaDAR	Q3E6Z0	AT3G11990	F	F	5348.28	14658	10920
C05p55900.1_BnaDAR	Q9LKB8	AT5G35405	S	F	5348.28	10010	-4648
C05p55900.1_BnaDAR	A7REG6	AT2G04031	K	F	5348.28	19241	9231
C05p55900.1_BnaDAR	Q9LHM2	AT3G11990	F	F	5348.28	14658	-4583
C05p55900.1_BnaDAR	Q3ECV8	AT1G47470	C	F	5348.28	3799	-10859
C05p55910.1_BnaDAR	A7REG6	AT5G35405	S	F	5319.02	10010	6211
C05p55910.1_BnaDAR	Q9LHM2	AT3G11990	F	F	5319.02	14658	4648
C05p55910.1_BnaDAR	Q3ECV8	AT1G47470	C	F	5319.02	3799	-10859
C05p55910.1_BnaDAR	Q3E6Z0	AT4G13263	T	F	5319.02	24426	20627
C05p55910.1_BnaDAR	Q9LKB8	AT5G35405	S	F	5319.02	10010	-14416
C05p55920.1_BnaDAR	Q08891	AT3G11980	F	F	5701.3	14657	4647
C05p55930.1_BnaDAR	Q08891	AT3G11980	F	F	5999.98	14657	0
C05p55950.1_BnaDAR	F4J8K6	AT3G11964	F	F	7956.69	14656	-1
C05p55960.1_BnaDAR	A0A1I9LTN3	AT3G11325	F	F	6640.15	14585	-71
C05p55980.1_BnaDAR	Q84R20	AT3G11960	F	F	7804.44	14655	70
C05p55990.1_BnaDAR	Q9SF04	AT3G11950	F	F	6729.3	14654	-1
C05p56000.1_BnaDAR	Q1ACB3	AT3G11945	F	F	6689.9	14653	-1
C05p56010.1_BnaDAR	P51427	AT3G11940	F	F	6511.34	14652	-1
C05p56020.1_BnaDAR	B9DG73	AT3G11930	F	F	6433.24	14651	-1
C05p56030.1_BnaDAR	Q84WU2	AT3G11910	F	F	7271.79	14649	-2
C05p56040.1_BnaDAR	Q9SF09	AT3G11900	F	F	6291.75	14648	-1
C05p56050.1_BnaDAR	Q9SF10	AT3G11890	F	F	5924.32	14647	-1
C05p56060.1_BnaDAR	Q9SF14	AT3G11850	F	F	5990.9	14643	-4
C05p56070.1_BnaDAR	Q9SF15	AT3G11840	F	F	5957.2	14642	-1
C05p56080.1_BnaDAR	Q9SF16	AT3G11830	F	F	5925.01	14641	-1
C05p56090.1_BnaDAR	Q9ZSD4	AT3G11820	F	F	5427.34	14639	-2
C05p56100.1_BnaDAR	Q6DR69	AT2G15660	H	F	5089.83	19812	5173
C05p56110.1_BnaDAR	Q94AI8	AT3G11800	F	F	5272.72	14637	-5175
C05p56120.1_BnaDAR	F4J7G5	AT3G11780	F	F	5115.38	14636	-1
C05p56140.1_BnaDAR	Q9SF21	AT3G11770	F	F	5139.69	14634	-2
C05p56150.1_BnaDAR	Q9SF23	AT3G11750	F	F	5036.3	14632	-2
C05p56160.1_BnaDAR	F4J7F3	AT3G11720	F	F	5200.58	14628	-4
C05p56170.1_BnaDAR	P82632	AT3G23715	F	F	4897.5	15988	1360
C05p56170.1_BnaDAR	P82631	AT3G23727	F	F	4897.5	15989	1
C05p56210.1_BnaDAR	Q93W32	AT3G11700	F	F	5319.31	14626	-1363
C05p56220.1_BnaDAR	Q9SRM8	AT3G11690	F	F	5057.57	14625	-1
C05p56240.1_BnaDAR	Q9SRM9	AT3G11680	F	F	5338.76	14624	-1
C05p56250.1_BnaDAR	Q9S7D1	AT3G11670	F	F	5665.27	14623	-1
C05p56260.1_BnaDAR	Q8LB08	AT3G08580	F	F	4978.15	14287	-336
C05p56280.1_BnaDAR	Q9SRN0	AT3G11660	F	F	4994.04	14622	335
C05p56300.1_BnaDAR	Q9SRN1	AT3G11650	F	F	4939.98	14621	-1
C05p56310.1_BnaDAR	Q96291	AT3G11630	F	F	5016.88	14619	-2
C05p56320.1_BnaDAR	Q0WPD9	AT3G11620	F	F	5047.47	14618	-1
C05p56330.1_BnaDAR	Q9SRN4	AT3G11600	F	F	4850.71	14617	-1
C05p56340.1_BnaDAR	Q9CAW9	AT3G11590	F	F	5207.74	14615	-2
C05p56370.1_BnaDAR	Q8RYD3	AT3G11580	F	F	4986.52	14614	-1
C05p56380.1_BnaDAR	Q9CAX1	AT3G11570	F	F	5193.77	14613	-1
C05p56400.1_BnaDAR	Q9CAX3	AT3G11550	F	F	4921.45	14611	-2
C05p56410.1_BnaDAR	Q96301	AT3G11540	F	F	5283.71	14610	-1
C05p56420.1_BnaDAR	F4J6B8	AT3G11530	F	F	4737.1	14609	-1
C05p56440.1_BnaDAR	P42036	AT3G11510	F	F	4740.62	14607	-2
C05p56450.1_BnaDAR	Q9SQR5	AT3G03970	F	F	4645.14	13817	-790
C05p56480.1_BnaDAR	Q9SQR4	AT3G03980	F	F	4745.87	13818	1
C05p56500.1_BnaDAR	Q9CAX7	AT3G11500	F	F	4674.54	14606	788
C05p56510.1_BnaDAR	Q9CAX8	AT3G11490	F	F	4936.18	14605	-1
C05p56520.1_BnaDAR	Q6XMI3	AT3G11480	F	F	4806.45	14604	-1
C05p56550.1_BnaDAR	Q6XMI3	AT3G11480	F	F	4990.28	14604	0
C05p56580.1_BnaDAR	Q6XMI3	AT3G11480	F	F	5030.43	14604	0
C05p56600.1_BnaDAR	Q6XMI3	AT3G11480	F	F	5210.49	14604	0
C05p56630.1_BnaDAR	Q6XMI3	AT3G11480	F	F	5188.19	14604	0
C05p56650.1_BnaDAR	Q6XMI3	AT3G11480	F	F	5216.04	14604	0
C05p56660.1_BnaDAR	A0A1P8B2C9	AT2G02765	NA	F	5368.98	19116	4512
C05p56670.1_BnaDAR	Q9CAY1	AT3G11460	F	F	5806.72	14602	-4514
C05p56680.1_BnaDAR	F4J6A8	AT3G11450	F	F	5787.7	14601	-1
C05p56690.1_BnaDAR	Q9FR97	AT3G11440	F	F	5792.98	14600	-1
C05p56720.1_BnaDAR	Q9CAY3	AT3G11430	F	F	5872.86	14599	-1
C05p56730.1_BnaDAR	Q9CAY4	AT3G11420	F	F	5816.96	14598	-1
C05p56740.1_BnaDAR	P49598	AT3G11410	F	F	5615.28	14597	-1
C05p56780.1_BnaDAR	Q8VYG9	AT3G11330	F	F	5432.96	14586	-11
C05p56800.1_BnaDAR	Q9C773	AT3G11280	F	F	5438.43	14580	-6
C05p56810.1_BnaDAR	Q9ZVC1	AT2G41360	J	F	5203.15	22525	7945
C05p56820.1_BnaDAR	Q8H1D2	AT3G11260	F	F	5340.18	14578	-7947
C05p56850.1_BnaDAR	Q9C776	AT3G11240	F	F	5696.57	14576	-2
C05p56860.1_BnaDAR	Q9C777	AT3G11230	F	F	5430.47	14575	-1
C05p56870.1_BnaDAR	Q9C778	AT3G11220	F	F	5678.34	14574	-1
C05p56880.1_BnaDAR	Q9SRM5	AT3G11210	F	F	5658.42	14573	-1
